,rownum,adult,budget,genres,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross,production_history_gross,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_10770,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_99,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
1703,10981,0,9600000.0,"[18, 10749]",[35],2005-09-03,4386236.0,144.0,1.0,118949772291.0,999535088.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1704,10982,0,1700000.0,"[35, 18, 10749]","[65654, 65655, 65656]",2005-01-02,12762.0,90.0,1.0,324488715449.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1705,10998,0,25000000.0,"[18, 27, 53]","[306, 519]",2006-06-06,119188334.0,110.0,112762382.0,853079599741.0,9027676429.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1706,11000,0,32000000.0,"[35, 10751]","[4, 2348, 2777]",2006-06-16,80197993.0,92.0,46118097.0,490547993676.0,5432621030.666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1707,11001,0,40000000.0,"[10749, 18, 9648]","[79, 829, 1143, 6194]",2006-06-16,114830111.0,99.0,1.0,372735873985.0,7486106741.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1708,11002,0,82500000.0,"[35, 18, 14, 10749]","[333, 441, 497, 2608]",2006-06-22,237681299.0,107.0,381477528.0,261201521749.0,3084158480.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1709,11007,0,35000000.0,"[35, 18, 10749]","[306, 444, 445, 682, 711]",2006-06-30,326551094.0,109.0,5.0,3697283715.0,4155851408.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1710,11008,0,200000000.0,"[12, 14, 28]","[2, 130, 19936]",2006-06-20,1065659812.0,151.0,1187105354.0,634221730853.0,4751929114.333333,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1711,11009,0,54000000.0,"[35, 10749]","[33, 11844, 59957]",2006-07-14,130431368.0,108.0,1.0,129008302092.0,6638031509.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1712,11010,0,5000000.0,[35],"[308, 16934]",2006-05-25,26888376.0,97.0,117834396.0,127904110672.0,174920378.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1713,11011,0,75000000.0,"[18, 53, 14, 9648]","[923, 6194, 12236]",2006-07-21,42285169.0,110.0,1585869850.0,8598941250.0,8735667257.333334,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1714,11019,0,40000000.0,"[18, 36]","[70, 441, 6542, 12387, 20637, 20638]",2006-05-24,60474340.0,123.0,130133233.0,129784353440.0,1473944415.1666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1715,11022,0,1000000.0,[99],"[3241, 4925, 8746]",2006-08-04,1678874.0,92.0,1.0,10367771600.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1716,11025,0,1000000.0,[99],"[2253, 2315, 6735]",2006-01-24,46243000.0,100.0,5108820.0,832742588.0,181752229.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1717,11054,0,85000000.0,"[28, 80, 18, 53]",[33],2006-06-03,158468292.0,104.0,17496992.0,3140604631548.0,19755626235.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1718,11067,0,270000000.0,"[12, 14, 28, 878]","[429, 923, 6194, 9168]",2006-06-28,391081192.0,154.0,727392644.0,5199326627.0,6625625170.75,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1719,11073,0,8000000.0,"[35, 18]","[43, 2570, 12808]",2006-07-26,100523181.0,102.0,1.0,748869478398.0,244654565.66666666,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1720,11087,0,25000000.0,[18],"[838, 2531, 10039, 11258]",2006-09-08,135330182.0,143.0,60427839.0,10423541273.0,67185252.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,11104,0,64000000.0,"[35, 80]","[497, 1608]",2006-08-31,101595121.0,98.0,561719342.0,3570884644.0,1410469825.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1722,11114,0,75000000.0,"[16, 35, 10751, 14]","[5, 56, 2251, 5752, 11395]",2006-07-21,140175006.0,91.0,1.0,131878907561.0,3377117422.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1723,11120,0,33000000.0,"[28, 80, 27, 53]",[12],2006-08-06,62022014.0,105.0,146849092.0,135009609292.0,10004737999.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1724,11121,0,4000000.0,"[35, 9648]","[288, 289, 290, 291]",2006-07-27,31584901.0,96.0,116714534.0,1120149860655.0,145842561.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1725,11122,0,72500000.0,[35],"[5, 10105]",2006-08-04,162966177.0,116.0,90574188.0,629121373190.0,4444604307.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1726,11123,0,110000000.0,"[28, 12, 35, 10751, 14]","[289, 306, 436, 2575]",2006-10-20,574480841.0,108.0,344747062.0,14783458183.0,5609212496.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1727,11124,0,63000000.0,"[18, 36, 53]","[4, 215, 763, 20396]",2006-08-09,162945894.0,128.0,577998044.0,12464831957.0,4256864134.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1728,11125,0,30000000.0,"[35, 18, 14, 10749]","[771, 1973]",2006-09-09,53653224.0,113.0,170018174.0,2368518533864.0,61244911.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1729,11130,0,135000000.0,"[28, 12, 80, 53]","[33, 675, 52844, 52845, 52846]",2006-07-27,163794509.0,134.0,628710702.0,9464331734.0,4078850525.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1730,11138,0,55000000.0,[18],"[441, 1423, 7295, 12485]",2006-12-14,307077295.0,117.0,1.0,2830620490329.0,2405495769.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,11140,0,18000000.0,[35],"[306, 444, 445, 7741, 7742]",2006-07-27,41009669.0,87.0,369248541.0,124557858912.0,4073600340.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1732,11141,0,50000000.0,"[14, 12, 16, 35, 10751]","[4171, 6194, 84419, 89136]",2006-07-27,55181129.0,88.0,1.0,141971176508.0,6418793858.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1734,11152,0,12000000.0,"[28, 53, 80]","[35, 126, 2152, 11152]",2006-08-31,42931041.0,88.0,1.0,1989372419110.0,628458855.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1735,11155,0,40000000.0,"[12, 18]","[83, 6370, 20395, 60229, 72917]",2011-12-21,5446000.0,130.0,290606002.0,9019731522.0,87368773.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,11159,0,20000000.0,"[18, 28, 80]","[972, 1171, 1896, 5357, 21869, 26144, 26146, 26147]",2005-01-17,10289.0,106.0,1.0,112152161057.0,192742538.25,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1737,11161,0,51000000.0,"[16, 35, 10751]","[4, 2348, 24955]",2006-08-04,72779000.0,90.0,212385533.0,252759257606.0,5517768633.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1738,11170,0,12000000.0,"[10402, 18, 10749, 80]","[491, 2378, 9195, 74192]",2006-08-11,114194847.0,104.0,1.0,9529117422575.0,2279804027.25,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1739,11171,0,35000000.0,"[10751, 14, 35]","[5, 497]",2006-08-11,12506188.0,83.0,200804534.0,253267392905.0,5564128952.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1740,11176,0,700000.0,[18],"[446, 2290, 2291, 2292, 2293, 2294]",2006-08-11,4911725.0,107.0,1.0,868458245576.0,386403.8333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,11182,0,12000000.0,"[14, 18, 53, 878]",[11561],2005-09-09,566611.0,120.0,326732033.0,227539883871.0,17621166.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1742,11191,0,23000000.0,[35],"[33, 159]",2006-08-18,38505009.0,93.0,1.0,500377912733.0,10372607819.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1743,11201,0,40000000.0,"[14, 18, 53, 10749]","[1187, 11345, 12260, 25432, 52740]",2006-08-18,86915017.0,110.0,1.0,1493669091625.0,229419434.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1744,11205,0,15000000.0,[18],"[225, 247, 258, 866, 1178, 5358, 10843, 16804]",2006-09-15,123384128.0,103.0,59505697.0,1374731428767.0,486911962.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,11207,0,17500000.0,[35],[2773],2006-08-25,19179969.0,110.0,134297693.0,253390968065.0,23494018.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1746,11229,0,40000000.0,"[9648, 53, 27]","[831, 1063, 1088, 4741, 6194, 10254, 10405, 10885, 20453]",2006-09-01,38755073.0,102.0,14824482.0,7013713179.0,2874955687.3333335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1747,11230,0,5800000.0,"[28, 12, 18]","[2894, 2895, 2896]",2006-09-01,7000000.0,95.0,1.0,2358658997505.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1748,11231,0,900000.0,"[18, 53]",[769],2005-09-12,381420.0,96.0,2600000.0,1131312786513.0,867000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1749,11238,0,6500000.0,"[18, 36, 10752]","[225, 707, 744, 1898, 2274, 2452, 3012, 5267, 7680, 12695, 12696, 19929, 19930, 19931, 19932, 19933]",2006-06-23,22889018.0,124.0,1.0,8477249065119.0,11185687.8125,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,11249,0,20000000.0,"[28, 12, 14, 27, 878, 53]",[127],2006-09-08,37597471.0,97.0,582016675.0,747898398214.0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1751,11255,0,2000000.0,[18],[4732],2006-09-08,622806.0,96.0,1.0,126735823441.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,11257,0,30000000.0,"[12, 35, 878]","[306, 20992]",2006-09-01,495303.0,84.0,12827813.0,2860230045057.0,9271050978.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1753,11263,0,35000000.0,"[18, 12, 878, 10749]","[508, 6194, 6438, 7503, 10104]",2006-09-06,15304890.0,96.0,10611260.0,131602165163.0,6061365752.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1754,11276,0,50000000.0,[18],"[33, 342, 2982, 4700, 8769, 10254, 10885, 22443]",2006-09-15,49111202.0,121.0,728678554.0,8884487388.0,2636006109.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,11279,0,30000000.0,"[28, 12, 80, 18]",[5],2006-09-15,41480851.0,125.0,1.0,376963795321.0,8864657555.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1756,11296,0,40000000.0,"[28, 12, 18, 53]","[152, 4564, 9195]",2006-12-07,120175290.0,139.0,821899420.0,4065240994273.0,3390449105.3333335,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1757,11299,0,60000000.0,"[28, 12, 18, 36, 10749, 10752]","[289, 3241, 6277, 6362]",2006-09-22,17800000.0,140.0,1703282.0,254226233537.0,123155832.75,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1758,11300,0,11000000.0,"[28, 35, 99]",[4],2006-09-22,72778712.0,95.0,64282312.0,501681090719.0,15802224360.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1759,11301,0,55000000.0,"[18, 53]","[441, 1208, 7295, 11317, 23238]",2006-09-10,9450897.0,125.0,1.0,258245942240.0,1775084109.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1760,11302,0,450000.0,"[18, 10749]","[41047, 60473]",2006-06-07,973525.0,84.0,1.0,3530580458.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1761,11306,0,18000000.0,[35],"[306, 20567]",2006-11-01,261572744.0,82.0,1.0,503469250210.0,9580121854.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1762,11310,0,70000000.0,"[28, 12, 18]","[1836, 1838, 9195, 10157, 15763]",2006-09-28,55011732.0,139.0,798347173.0,130193412539.0,1814737289.6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1763,11311,0,85000000.0,"[12, 16, 10751]",[2251],2006-09-29,197309027.0,83.0,1.0,13563212785.0,140175007.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,11312,0,20000000.0,"[35, 18, 10749]",[7405],2006-09-29,17807569.0,100.0,377078377.0,14619780260.0,2838062992.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1765,11316,0,90000000.0,"[18, 53, 80]","[829, 5552, 6194, 7380, 45778]",2006-10-05,289847354.0,151.0,632125108.0,3139572180644.0,5232380111.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1766,11318,0,12000000.0,"[35, 10749]",[1632],2006-10-06,38368909.0,103.0,1.0,378928001912.0,269737465.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1767,11319,0,40000000.0,"[12, 28, 10751]","[2268, 7289, 22514]",2006-07-21,23937870.0,93.0,133196419.0,509489091876.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1768,11325,0,12000000.0,"[18, 35]",[559],2006-10-27,6754898.0,116.0,1.0,261203154281.0,4316717154.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1769,11329,0,20000000.0,"[27, 53]","[441, 768, 829]",2006-10-13,39143839.0,102.0,183474602.0,127945112268.0,3082867667.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1770,11330,0,20000000.0,"[35, 18, 10749, 53]","[33, 10210]",2006-10-09,41237648.0,115.0,573732806.0,135698186778.0,10807580192.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1771,11331,0,20000000.0,"[28, 12, 18, 53]","[306, 4024, 10339]",2006-10-13,22165608.0,92.0,1.0,127894703072.0,6228595444.666667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1772,11332,0,13000000.0,[18],"[1422, 8802, 11509, 33617]",2006-11-16,1151330.0,110.0,22231658.0,9768066330.0,30281355.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,11333,0,20000000.0,[18],[3957],2006-10-13,13391174.0,123.0,1.0,758454074066.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,11343,0,26000000.0,"[10749, 18]","[12, 716, 2570]",2006-10-06,14821658.0,136.0,1.0,633271205342.0,3446765567.6666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1775,11347,0,100000.0,[18],[769],2006-09-29,10178331.0,111.0,1.0,374506749835.0,12721294.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,11349,0,6000000.0,[18],"[43, 245, 284, 698, 2452, 6705, 20369, 20370]",2006-09-01,48027970.0,121.0,1.0,623241658758.0,147928851.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,11351,0,2000000.0,"[10749, 18, 35]","[1615, 1616, 1617]",2006-05-20,5179037.0,101.0,1.0,1677807456411.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1778,11353,0,76000000.0,"[18, 28, 53, 878]","[33, 655, 11429]",2006-09-22,69959751.0,109.0,845298620.0,5243848298971.0,6826403162.666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1779,11354,0,40000000.0,"[18, 9648, 53]","[6194, 9195, 9996]",2006-10-19,109676311.0,130.0,527705081.0,390719655457.0,11259359682.333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1780,11355,0,90000000.0,"[10752, 18, 36]","[27, 56, 171, 6194]",2006-10-18,65900249.0,132.0,1101781817.0,261229840839.0,10867323626.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1781,11356,0,15000000.0,[18],"[306, 711, 12194]",2006-10-20,21000000.0,95.0,1.0,1110698890.0,6726220867.666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,11365,0,10000000.0,"[27, 53, 80]","[35, 2061, 23019]",2006-10-27,163876815.0,108.0,152925093.0,5318476762.0,633453688.3333334,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1784,11376,0,149000000.0,"[12, 16, 35, 10751]","[297, 521]",2006-10-22,64459316.0,85.0,1.0,395589852726.0,2048915671.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1785,11377,0,50000000.0,"[80, 14, 18]","[342, 753, 1208, 2116, 2875, 5755, 7956]",2006-09-13,132180323.0,147.0,1.0,257611386635.0,122537550.14285715,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,11379,0,12000000.0,"[35, 10751, 12]","[2, 12626, 19507, 95593]",2006-11-01,84500122.0,98.0,184196081.0,10070463211.0,3074917347.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1787,11394,0,35000000.0,"[35, 18, 10749]","[711, 1645]",2006-09-09,42064105.0,118.0,1370552731.0,1870693085419.0,1660862008.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1788,11398,0,15000000.0,"[18, 27, 53]","[134, 1224, 20450, 22927, 22928]",2006-11-10,11992014.0,85.0,1.0,632321579033.0,19083717.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1789,11399,0,12000000.0,"[35, 18]",[2265],2006-11-22,5542025.0,86.0,18750246.0,18545862981.0,6808551.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1790,11404,0,150000000.0,"[12, 28, 53]","[7576, 11345, 19481]",2006-11-14,599045960.0,144.0,975886481.0,4160388093031.0,883832482.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1791,11405,0,100000000.0,"[16, 35]","[2537, 8089]",2006-11-16,384335608.0,108.0,69131860.0,274362807776.0,161633385.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1792,11406,0,4000000.0,"[35, 80]",[33],2006-11-17,4630045.0,84.0,1.0,895247135015.0,20407134014.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1793,11407,0,75000000.0,"[28, 53, 878]","[130, 1645, 9195]",2006-11-22,180557550.0,126.0,794742702.0,389491302428.0,4915754722.666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1794,11411,0,85000000.0,"[35, 10749]","[5, 33, 735, 7295]",2006-12-08,194168700.0,136.0,640840445.0,272644303827.0,7424442189.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1795,11414,0,12000000.0,"[10749, 18]","[163, 164]",2006-02-09,1381665.0,112.0,1.0,713400754447.0,5737516.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1796,11415,0,2000000.0,"[80, 18, 53, 28]",[308],2005-09-11,5967038.0,120.0,1.0,570190053105.0,105316268.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1797,11425,0,22000000.0,"[35, 10402]","[12, 12178]",2006-11-22,13405595.0,93.0,1.0,139316374547.0,5240176856.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1798,11437,0,100000000.0,"[18, 53, 28]","[348, 430, 449, 705, 6194, 7380, 20938]",2006-12-07,170877916.0,143.0,834931594.0,515740112752.0,3926011500.142857,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1799,11444,0,85000000.0,"[35, 10751, 14]","[4, 7311]",2006-12-15,144000000.0,97.0,99346985.0,1824822325447.0,7937501536.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1800,11445,0,100000000.0,"[14, 28, 12, 10751]","[289, 306, 444, 445, 711, 1302, 2735]",2006-12-14,249288105.0,104.0,1.0,139462746187.0,3802414273.142857,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1801,11446,0,24000000.0,[18],"[5, 497, 696, 8411]",2006-12-20,155721132.0,102.0,1.0,647611437600.0,3648737357.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,11448,0,16800000.0,"[18, 9648, 10749]","[1246, 6455, 36650]",2006-08-30,2281089.0,122.0,9304609.0,499998269519.0,102103442.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1803,11452,0,500000.0,"[35, 10749]","[328, 402]",2006-04-28,745327.0,92.0,1.0,596870273094.0,845345.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1804,11463,0,65000000.0,[18],"[923, 3528, 4022, 6194]",2006-12-12,43545364.0,124.0,523281333.0,3708155865.0,6836067025.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,11466,0,85000000.0,"[18, 53, 36]","[33, 70, 10210]",2006-12-11,59908565.0,167.0,17287898.0,17714782642.0,7628915793.666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1806,11467,0,70000000.0,[18],"[4, 27, 415]",2006-12-25,154937680.0,134.0,6451628.0,654728498921.0,8932745623.333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,11472,0,21000000.0,"[80, 18]","[215, 216, 20396]",2007-01-05,41170784.0,123.0,12902790.0,1426374136683.0,535674392.3333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,11480,0,4000000.0,"[35, 18]","[284, 288, 2452]",2006-10-02,13401952.0,109.0,64106814.0,4864299163.0,259773022.66666666,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1809,11481,0,15000000.0,"[18, 10749]","[43, 258, 284, 288, 289, 2452]",2006-12-25,49469904.0,92.0,1.0,784515054146.0,786495365.8333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1810,11486,0,21000000.0,"[12, 28, 53]","[248, 5755, 8068, 12317, 23238, 37134]",2006-09-07,480314.0,87.0,43928932.0,375677870321.0,160144983.66666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1811,11490,0,32000000.0,"[10752, 80, 18, 9648, 10749, 53]","[6194, 14315, 70319]",2006-12-08,5914908.0,108.0,1390696315.0,395733243925.0,8459575452.666667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1812,11492,0,19000000.0,"[28, 12, 18, 10752]","[27, 56, 171, 6194]",2006-12-19,68673228.0,141.0,1167682066.0,1033798782047.0,11121380104.5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1813,11494,0,9000000.0,"[27, 53]",[7405],2006-12-25,21510851.0,84.0,1.0,389794530234.0,2855870561.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1814,11495,0,47000000.0,"[16, 35, 10751, 14, 878]","[614, 1632, 1718, 46875]",2006-09-14,38085778.0,75.0,1.0,137952164636.0,62782448.25,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1815,11497,0,20000000.0,"[28, 35, 80]",[12],2007-01-05,10337477.0,84.0,309414639.0,4895553849.0,10094987266.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1816,11498,0,13000000.0,"[18, 10402]",[1309],2007-05-16,75511123.0,114.0,1.0,2614186376.0,1160269.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1817,11499,0,30000000.0,"[18, 10751, 10749]",[288],2006-12-03,35078241.0,92.0,254134910.0,6732461754.0,168997565.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1818,11500,0,86000000.0,"[12, 14, 16, 10751]","[104, 854, 2525, 6896]",2006-12-13,107944236.0,94.0,263920180.0,774708533908.0,161932280.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1819,11521,0,10000000.0,"[28, 27, 80]","[1224, 1268, 2481]",2007-01-19,25399945.0,84.0,1.0,135554728766.0,79036938.33333333,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1820,11537,0,60000000.0,"[12, 18, 10751]","[10221, 23890, 60611]",2007-02-16,137587063.0,96.0,1.0,393241876458.0,279342241.3333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1821,11547,0,2000000.0,[35],[24133],2007-05-25,22179430.0,108.0,1.0,807184808714.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1822,11554,0,25000000.0,"[35, 18, 10749]","[441, 7295]",2006-10-20,16158487.0,111.0,1.0,6270077390.0,4199988647.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1823,11555,0,17000000.0,"[28, 35, 80, 53]","[33, 694, 7295, 7419, 10163]",2006-12-09,57103895.0,109.0,12647421.0,395512751543.0,5014913324.8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1824,11557,0,20000000.0,"[28, 12, 35]","[306, 508, 10104, 23596]",2007-01-25,86865564.0,86.0,1.0,6887295158.0,6343908965.25,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1825,11558,0,16000000.0,"[9648, 53, 27]","[5, 768, 771, 2779, 3287, 22039]",2007-02-02,1109660.0,90.0,1.0,909004092202.0,1718912667.8333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
